id;date;cheveux;age;exp;salaire;sexe;diplome;specialite;note;dispo;embauche
8687;19/03/2010;brun;47.0;10.0;39030.0;M;licence;geologie;74.55;non;0
8690;19/09/2012;brun;47.0;10.0;30034.0;F;master;forage;84.22;non;0
8700;18/03/2011;brun;16.0;10.0;30502.0;F;master;detective;78.81;oui;0
8713;07/09/2013;blond;44.0;10.0;34287.0;M;master;geologie;86.24;oui;0
8718;21/06/2011;roux;35.0;10.0;31217.0;F;bac;;72.46;non;0
8723;15/06/2010;chatain;37.0;10.0;23292.0;F;master;geologie;81.2;non;0
8736;06/06/2012;roux;42.0;10.0;28564.0;M;master;geologie;84.28;non;0
8739;19/12/2010;blond;51.0;10.0;30645.0;M;master;geologie;93.64;non;0
8741;12/10/2011;brun;23.0;10.0;28099.0;F;master;detective;99.11;oui;0
8745;02/02/2013;chatain;52.0;10.0;41204.0;M;doctorat;detective;81.99;oui;0
8752;01/02/2013;blond;30.0;10.0;26541.0;F;master;forage;100.79;non;0
8753;25/11/2011;chatain;24.0;10.0;25941.0;F;doctorat;geologie;87.58;non;0
8771;15/01/2013;roux;27.0;10.0;33866.0;F;licence;detective;70.4;non;0
8777;10/06/2014;blond;27.0;10.0;33682.0;M;master;geologie;76.12;oui;0
8781;27/03/2010;chatain;23.0;10.0;36338.0;M;master;geologie;87.21;oui;0
8784;20/07/2014;chatain;33.0;10.0;38021.0;F;licence;detective;67.21;non;0
8816;20/10/2011;blond;38.0;10.0;40600.0;F;bac;detective;38.48;non;0
8834;24/02/2014;chatain;58.0;10.0;35859.0;M;doctorat;forage;95.53;oui;0
8836;11/12/2013;brun;29.0;10.0;32096.0;F;master;geologie;64.27;non;1
8839;28/02/2011;chatain;23.0;10.0;32680.0;F;doctorat;geologie;100.22;oui;0
8841;21/11/2014;blond;51.0;10.0;39725.0;M;licence;detective;77.94;oui;0
8848;07/08/2011;blond;29.0;10.0;39403.0;M;licence;geologie;71.83;oui;0
8850;11/10/2013;chatain;28.0;10.0;27606.0;F;doctorat;forage;88.09;non;0
8870;11/12/2010;brun;33.0;10.0;41481.0;F;bac;forage;62.23;non;0
8875;18/11/2010;blond;52.0;10.0;36883.0;M;bac;forage;42.91;non;0
8881;19/08/2013;blond;20.0;10.0;34423.0;M;licence;forage;76.92;non;0
8888;13/07/2013;brun;27.0;10.0;32138.0;F;licence;forage;70.23;non;0
8890;18/02/2014;roux;41.0;10.0;45956.0;M;master;geologie;116.83;oui;1
8892;05/02/2010;chatain;32.0;10.0;37553.0;M;master;forage;63.71;oui;1
8905;16/02/2013;blond;41.0;10.0;38076.0;M;licence;geologie;68.17;non;0
8925;21/05/2014;brun;29.0;10.0;33381.0;F;master;archeologie;91.0;oui;0
8927;08/11/2011;chatain;40.0;10.0;40113.0;F;master;detective;73.99;oui;0
8934;27/02/2013;chatain;30.0;10.0;41194.0;M;master;detective;62.54;oui;0
8944;03/10/2011;brun;44.0;10.0;38191.0;F;licence;forage;63.17;non;0
8948;29/11/2013;blond;48.0;10.0;38345.0;F;bac;geologie;71.61;non;0
8950;27/08/2012;brun;37.0;10.0;41015.0;M;licence;geologie;84.91;non;0
8959;02/12/2012;brun;36.0;10.0;35757.0;F;licence;geologie;90.17;non;0
8963;08/12/2013;blond;27.0;10.0;37209.0;M;licence;geologie;63.47;non;0
8965;01/04/2010;chatain;32.0;10.0;34302.0;M;master;detective;44.83;non;1
8970;10/04/2014;blond;;10.0;39194.0;F;licence;archeologie;83.91;oui;0
8981;05/02/2011;chatain;30.0;10.0;36396.0;F;licence;geologie;58.96;non;1
8990;15/02/2014;brun;34.0;10.0;30504.0;F;licence;geologie;78.21;non;0
9000;18/03/2013;brun;32.0;10.0;28744.0;M;master;geologie;91.77;non;0
9036;26/07/2010;roux;37.0;10.0;43430.0;M;bac;geologie;64.11;non;0
9037;09/12/2010;blond;26.0;10.0;35635.0;M;licence;forage;61.02;non;0
9043;24/11/2011;blond;19.0;10.0;42234.0;M;bac;detective;41.2;non;0
9048;30/09/2014;brun;47.0;10.0;31817.0;M;master;forage;70.05;non;0
9055;26/10/2011;blond;22.0;10.0;30031.0;F;licence;forage;111.59;non;0
9060;04/11/2014;brun;42.0;10.0;42269.0;F;licence;detective;61.17;oui;0
9080;28/09/2012;;41.0;10.0;33306.0;M;master;forage;75.94;oui;1
9083;02/05/2011;blond;38.0;10.0;33235.0;M;licence;geologie;;non;0
9093;29/03/2010;chatain;20.0;10.0;40703.0;M;licence;geologie;60.55;non;0
9114;21/08/2011;brun;38.0;10.0;43926.0;M;licence;detective;46.92;oui;0
9115;06/04/2014;chatain;35.0;10.0;34466.0;F;master;detective;96.59;non;0
9116;12/05/2011;roux;51.0;10.0;28298.0;M;licence;geologie;84.55;non;0
9117;27/12/2012;chatain;52.0;10.0;34806.0;M;master;geologie;71.45;non;0
9130;25/01/2012;roux;34.0;10.0;37463.0;M;master;geologie;112.16;oui;1
9131;28/09/2013;brun;22.0;10.0;35622.0;F;master;forage;80.05;non;0
9141;21/12/2012;chatain;37.0;10.0;46322.0;M;master;detective;51.95;oui;0
9169;30/08/2013;brun;45.0;10.0;36881.0;M;master;geologie;98.35;oui;0
9183;27/09/2013;chatain;43.0;10.0;33120.0;M;master;geologie;67.16;non;0
9189;26/06/2011;roux;18.0;10.0;28286.0;F;licence;detective;114.8;non;0
9210;23/09/2011;blond;37.0;10.0;34229.0;M;licence;forage;62.95;non;0
9217;27/12/2011;brun;44.0;10.0;41612.0;F;bac;detective;77.84;non;0
9222;15/09/2014;roux;39.0;10.0;37624.0;M;bac;geologie;77.92;non;0
9263;23/11/2013;chatain;54.0;10.0;29476.0;F;doctorat;forage;83.5;non;0
9267;03/10/2013;chatain;34.0;10.0;41446.0;M;master;geologie;78.27;oui;0
9298;19/05/2013;blond;38.0;10.0;29837.0;F;licence;geologie;95.01;non;0
9301;11/07/2010;brun;21.0;10.0;37200.0;F;licence;detective;82.27;oui;0
9305;27/10/2011;roux;48.0;10.0;27814.0;M;licence;geologie;58.19;non;0
9306;14/07/2013;blond;54.0;10.0;36243.0;M;licence;geologie;55.42;non;0
9308;18/08/2013;brun;32.0;10.0;39946.0;F;licence;detective;67.73;oui;0
9316;31/10/2012;roux;44.0;10.0;34912.0;M;master;geologie;92.46;oui;1
9319;20/05/2014;brun;30.0;10.0;33178.0;F;licence;forage;46.52;non;0
9327;24/01/2010;chatain;30.0;10.0;32338.0;M;doctorat;forage;83.46;oui;0
9337;20/01/2011;roux;38.0;10.0;38298.0;;bac;geologie;71.82;non;0
9340;02/11/2014;chatain;36.0;10.0;32876.0;M;doctorat;archeologie;86.56;oui;0
9350;05/02/2014;blond;30.0;10.0;47893.0;M;bac;forage;54.05;non;0
9355;25/04/2012;blond;28.0;10.0;39900.0;M;licence;geologie;75.61;non;0
9359;23/02/2014;chatain;33.0;10.0;36813.0;F;doctorat;detective;79.57;oui;0
9377;22/03/2010;brun;29.0;10.0;35763.0;M;licence;geologie;36.11;non;0
9390;;blond;33.0;10.0;37840.0;F;licence;detective;78.12;oui;0
9404;11/08/2014;chatain;27.0;10.0;30852.0;M;doctorat;geologie;61.12;oui;1
9407;16/03/2014;brun;41.0;10.0;32996.0;F;licence;detective;69.6;non;0
9416;02/01/2010;blond;31.0;10.0;40061.0;M;licence;detective;70.57;oui;0
9428;02/06/2012;chatain;23.0;10.0;42736.0;F;master;archeologie;100.43;oui;0
9440;06/08/2014;blond;27.0;10.0;38660.0;M;bac;geologie;39.98;non;0
9441;23/03/2011;chatain;22.0;10.0;35864.0;F;master;geologie;54.02;non;0
9447;18/05/2012;brun;34.0;10.0;32981.0;F;master;detective;90.54;oui;0
9451;22/02/2011;brun;35.0;10.0;40510.0;M;master;geologie;91.61;oui;0
9469;01/10/2010;chatain;30.0;10.0;25767.0;F;doctorat;geologie;104.64;non;0
9485;26/01/2012;chatain;37.0;10.0;30380.0;F;doctorat;detective;110.7;oui;0
9492;28/12/2014;chatain;27.0;10.0;43085.0;F;licence;detective;70.82;oui;0
9495;18/08/2010;brun;24.0;10.0;38464.0;M;master;forage;77.62;oui;0
9496;30/05/2010;roux;35.0;10.0;40575.0;M;bac;archeologie;109.7;oui;1
9507;28/04/2013;roux;57.0;10.0;33142.0;M;licence;forage;77.47;oui;0
9522;28/11/2011;blond;30.0;10.0;27629.0;M;licence;geologie;70.39;non;0
9528;14/06/2010;blond;36.0;10.0;36674.0;M;master;geologie;87.52;oui;1
9532;18/01/2012;blond;29.0;10.0;33347.0;M;licence;geologie;88.41;non;0
9534;08/06/2010;chatain;64.0;10.0;38178.0;F;master;;87.77;oui;0
9541;17/08/2011;roux;37.0;10.0;37665.0;M;licence;detective;80.55;oui;0
9549;28/01/2014;brun;35.0;10.0;41726.0;M;bac;forage;46.65;non;0
9553;09/09/2013;chatain;41.0;10.0;36996.0;M;master;forage;80.34;oui;0
9589;01/01/2014;brun;40.0;10.0;31539.0;F;master;geologie;91.14;non;0
9593;08/10/2013;chatain;42.0;10.0;38869.0;M;master;detective;76.82;oui;0
9605;11/08/2010;blond;36.0;10.0;32857.0;F;master;detective;93.63;oui;0
9606;23/01/2011;brun;36.0;10.0;38831.0;F;licence;forage;77.69;oui;0
9631;25/09/2010;chatain;28.0;10.0;39951.0;F;master;forage;63.98;oui;1
9644;12/01/2012;brun;36.0;10.0;36984.0;M;master;geologie;73.46;oui;1
9648;04/11/2012;blond;30.0;10.0;27707.0;F;master;detective;82.48;non;0
9653;22/01/2014;brun;59.0;10.0;33054.0;M;licence;forage;65.87;non;0
9667;17/02/2010;brun;54.0;10.0;36055.0;F;master;archeologie;112.18;oui;0
9687;14/04/2014;brun;36.0;10.0;33296.0;F;master;detective;84.05;;0
9719;10/11/2012;brun;41.0;10.0;33652.0;F;licence;geologie;75.92;non;0
9725;05/01/2010;brun;42.0;10.0;33723.0;M;licence;;79.25;non;0
9732;08/05/2013;blond;37.0;10.0;33786.0;F;bac;geologie;61.72;non;0
9741;20/04/2014;chatain;34.0;10.0;38256.0;M;master;geologie;76.66;oui;0
9747;12/11/2010;chatain;;10.0;34313.0;F;master;geologie;97.44;oui;0
9748;10/04/2014;blond;34.0;10.0;33542.0;M;master;detective;75.35;oui;0
9770;09/07/2013;blond;58.0;10.0;42465.0;F;licence;archeologie;77.26;oui;0
9773;04/07/2011;chatain;43.0;10.0;29813.0;M;master;geologie;75.05;non;0
9784;03/02/2011;chatain;48.0;10.0;37352.0;F;master;archeologie;58.47;oui;0
9798;15/04/2012;brun;41.0;10.0;30711.0;M;master;forage;81.99;oui;0
9805;10/03/2010;brun;24.0;10.0;38916.0;F;bac;geologie;65.42;non;0
9818;30/08/2012;chatain;31.0;10.0;34642.0;F;doctorat;detective;95.18;oui;0
9822;20/06/2013;brun;43.0;10.0;32113.0;M;master;geologie;53.54;non;0
9824;04/12/2012;chatain;35.0;10.0;48034.0;F;licence;detective;53.02;non;0
9825;09/02/2010;chatain;18.0;10.0;37873.0;F;doctorat;archeologie;97.38;oui;0
9827;09/03/2011;brun;37.0;10.0;29733.0;F;master;forage;85.53;non;0
9831;06/11/2013;blond;34.0;10.0;41440.0;M;bac;forage;47.39;non;0
9833;05/10/2011;chatain;33.0;10.0;27873.0;M;master;forage;58.9;non;1
9834;08/11/2012;roux;24.0;10.0;34779.0;M;bac;geologie;37.24;non;0
9855;05/02/2012;brun;37.0;10.0;29117.0;F;master;forage;59.03;non;0
9856;13/11/2012;blond;43.0;10.0;33508.0;M;licence;geologie;75.78;non;0
9858;28/09/2014;brun;33.0;10.0;33330.0;M;licence;forage;71.41;non;0
9867;11/08/2014;brun;27.0;10.0;29693.0;M;master;forage;64.29;non;0
9890;22/04/2011;blond;44.0;10.0;45677.0;M;licence;geologie;33.55;non;0
9899;08/02/2010;blond;35.0;10.0;32333.0;M;licence;forage;66.8;non;0
9906;01/08/2013;blond;39.0;10.0;33003.0;M;master;geologie;94.31;oui;1
9918;12/03/2014;roux;35.0;10.0;35578.0;M;bac;geologie;77.45;non;0
9920;;blond;44.0;10.0;37890.0;F;licence;archeologie;97.5;oui;0
9924;01/11/2010;roux;50.0;10.0;29130.0;M;master;geologie;86.37;oui;0
9944;27/03/2010;chatain;35.0;10.0;39581.0;F;master;forage;77.86;oui;0
9946;10/01/2011;roux;40.0;10.0;42304.0;M;bac;geologie;33.26;non;0
9960;;chatain;32.0;10.0;34088.0;M;;geologie;69.23;oui;1
9968;05/11/2014;brun;34.0;10.0;38286.0;F;licence;archeologie;76.31;oui;0
9985;17/03/2010;brun;35.0;10.0;31857.0;M;master;detective;76.95;oui;0
9986;05/02/2010;brun;25.0;10.0;37904.0;M;licence;forage;73.09;non;0
9993;30/09/2011;blond;48.0;10.0;33396.0;M;licence;geologie;58.68;non;0
10003;26/07/2014;roux;35.0;10.0;26621.0;M;licence;geologie;91.47;non;0
10009;17/10/2014;chatain;36.0;10.0;36288.0;M;doctorat;detective;105.89;oui;0
10015;07/04/2012;blond;35.0;10.0;40611.0;M;licence;detective;70.26;oui;0
10026;28/05/2012;blond;37.0;10.0;32632.0;M;licence;geologie;56.68;non;0
10028;29/05/2010;brun;57.0;10.0;38146.0;F;master;detective;90.9;oui;0
10031;13/01/2014;brun;27.0;10.0;34335.0;M;master;geologie;58.07;oui;0
10034;20/01/2012;chatain;24.0;10.0;32722.0;M;master;geologie;78.27;non;0
10037;31/12/2011;chatain;35.0;10.0;41627.0;M;master;forage;67.02;oui;0
10042;27/07/2012;blond;37.0;10.0;34252.0;F;master;archeologie;94.8;oui;0
10043;21/10/2014;roux;18.0;10.0;20048.0;F;licence;geologie;96.55;non;0
10049;23/07/2010;chatain;29.0;10.0;30525.0;F;master;detective;77.73;non;0
10050;05/06/2011;chatain;13.0;10.0;40197.0;F;master;geologie;93.38;oui;0
10055;16/04/2013;blond;23.0;10.0;33321.0;M;master;geologie;90.6;oui;0
10066;19/01/2010;chatain;14.0;10.0;38908.0;F;master;geologie;76.42;non;0
10073;14/06/2014;chatain;38.0;10.0;34731.0;F;master;detective;94.16;oui;0
10074;12/10/2010;brun;33.0;10.0;34394.0;M;master;geologie;66.34;non;1
10084;22/03/2011;roux;56.0;10.0;32177.0;M;licence;geologie;68.74;non;0
10086;14/08/2014;chatain;38.0;10.0;39288.0;F;master;detective;89.78;oui;0
10087;24/09/2011;chatain;45.0;10.0;31735.0;M;doctorat;geologie;73.01;non;0
10095;22/01/2011;chatain;32.0;10.0;36545.0;M;doctorat;geologie;93.64;oui;0
10096;03/03/2013;blond;34.0;10.0;;M;bac;geologie;55.88;non;0
10099;15/07/2011;blond;39.0;10.0;40907.0;F;licence;detective;82.72;oui;1
10116;27/01/2014;chatain;38.0;10.0;35366.0;F;licence;archeologie;67.84;non;0
10128;25/02/2010;chatain;39.0;10.0;28126.0;M;doctorat;geologie;84.64;oui;0
10134;08/07/2011;blond;44.0;10.0;38440.0;M;bac;archeologie;87.34;non;1
10137;01/11/2010;brun;54.0;10.0;39607.0;F;licence;geologie;83.26;non;0
10150;18/08/2010;roux;35.0;10.0;34749.0;M;licence;detective;101.99;oui;0
10155;06/12/2011;chatain;43.0;10.0;47055.0;M;licence;geologie;51.38;oui;0
10182;06/07/2010;brun;20.0;10.0;35228.0;M;master;geologie;90.51;oui;0
10188;08/09/2011;brun;27.0;10.0;31891.0;F;licence;geologie;76.75;non;0
10189;30/07/2014;chatain;32.0;10.0;34374.0;M;master;geologie;92.72;oui;0
10206;24/12/2010;roux;34.0;10.0;31577.0;M;bac;geologie;53.0;non;0
10213;17/03/2011;chatain;45.0;10.0;28563.0;F;doctorat;forage;83.97;non;0
10215;08/04/2012;chatain;35.0;10.0;38869.0;F;master;forage;94.91;oui;0
10216;16/02/2011;blond;35.0;10.0;32114.0;F;licence;geologie;77.53;non;0
10236;16/06/2011;chatain;53.0;10.0;30940.0;M;doctorat;detective;86.44;oui;0
10238;29/05/2011;blond;36.0;10.0;29978.0;F;licence;geologie;57.37;non;0
10247;26/05/2011;blond;26.0;10.0;27713.0;M;master;geologie;73.21;non;0
10255;30/09/2010;blond;40.0;10.0;38575.0;M;bac;geologie;74.0;non;0
10257;08/02/2011;chatain;34.0;10.0;34174.0;F;master;detective;100.79;oui;0
10259;08/04/2012;blond;38.0;10.0;28825.0;M;licence;geologie;62.86;non;0
10263;26/08/2013;roux;;10.0;35738.0;M;bac;geologie;50.96;non;0
10266;03/05/2014;brun;30.0;10.0;33150.0;F;bac;forage;54.59;non;0
10288;09/09/2013;blond;35.0;10.0;31728.0;M;master;geologie;88.5;non;1
10298;14/09/2013;blond;31.0;10.0;43207.0;M;bac;geologie;50.97;non;0
10324;05/12/2010;brun;45.0;10.0;41616.0;M;bac;geologie;43.21;non;0
10325;03/08/2010;blond;44.0;10.0;19959.0;M;master;geologie;88.68;non;0
10331;04/06/2014;brun;23.0;10.0;43555.0;F;bac;geologie;68.03;non;0
10346;12/03/2010;roux;31.0;10.0;36525.0;M;bac;geologie;71.97;non;0
10347;09/03/2011;brun;42.0;10.0;35819.0;F;master;detective;78.18;oui;0
10362;09/05/2010;brun;39.0;10.0;31239.0;M;master;forage;75.73;oui;0
10369;07/06/2014;blond;22.0;10.0;37347.0;M;master;detective;79.83;oui;0
10374;08/08/2013;chatain;35.0;10.0;38411.0;F;master;archeologie;71.8;oui;0
10400;23/05/2010;chatain;62.0;10.0;38063.0;F;master;forage;45.95;oui;1
10412;26/11/2011;blond;38.0;10.0;40243.0;M;licence;archeologie;63.17;oui;0
10414;04/01/2011;blond;39.0;10.0;34716.0;M;licence;forage;82.07;non;1
10435;21/04/2013;chatain;26.0;10.0;40033.0;F;master;archeologie;76.11;oui;0
10439;11/03/2014;blond;55.0;10.0;29708.0;M;licence;geologie;66.11;non;0
10446;14/11/2014;chatain;34.0;10.0;40943.0;F;master;detective;97.69;oui;0
10463;13/07/2012;chatain;15.0;10.0;43122.0;F;licence;forage;54.6;non;0
10470;06/04/2014;chatain;39.0;10.0;33786.0;F;licence;geologie;52.72;non;0
10479;04/12/2011;brun;48.0;10.0;39555.0;M;licence;forage;66.58;;0
10483;25/08/2012;brun;54.0;10.0;37333.0;F;licence;geologie;96.23;non;0
10486;18/04/2010;chatain;54.0;10.0;31365.0;F;master;geologie;69.56;non;0
10487;03/08/2014;blond;25.0;10.0;30984.0;M;master;geologie;86.9;non;0
10493;23/12/2012;chatain;29.0;10.0;39296.0;F;master;detective;79.43;oui;0
10495;22/04/2013;brun;44.0;10.0;32700.0;M;doctorat;forage;98.53;oui;0
10500;07/05/2011;roux;39.0;10.0;23892.0;F;master;forage;121.2;non;0
10507;29/01/2011;roux;20.0;10.0;37651.0;M;licence;geologie;107.63;oui;1
10513;09/04/2011;blond;24.0;10.0;26463.0;F;master;geologie;84.58;non;0
10519;07/04/2010;blond;25.0;10.0;35288.0;F;master;detective;119.06;oui;0
10525;10/04/2013;blond;13.0;10.0;37119.0;F;licence;forage;87.81;non;0
10532;16/12/2010;chatain;24.0;10.0;32332.0;F;master;forage;92.38;non;0
10536;02/06/2010;blond;20.0;10.0;31646.0;M;bac;geologie;69.18;non;0
10540;27/01/2013;chatain;24.0;10.0;41158.0;F;bac;geologie;55.72;non;0
10541;26/09/2014;brun;20.0;10.0;32850.0;M;licence;geologie;64.32;non;0
10542;29/12/2010;chatain;38.0;10.0;44573.0;F;bac;geologie;38.04;non;0
10550;10/01/2011;brun;32.0;10.0;37548.0;F;master;forage;82.11;oui;0
10577;01/03/2012;chatain;29.0;10.0;18149.0;M;doctorat;geologie;67.55;non;1
10583;23/12/2012;blond;34.0;10.0;29663.0;M;master;geologie;90.04;non;0
10587;14/12/2013;brun;37.0;10.0;41272.0;M;master;geologie;83.19;oui;1
10590;13/06/2010;blond;36.0;10.0;34394.0;M;licence;forage;67.16;non;0
10613;05/07/2011;brun;53.0;10.0;31549.0;F;master;detective;107.32;oui;0
10624;11/05/2010;chatain;31.0;10.0;41904.0;M;licence;forage;46.29;non;0
10626;17/05/2010;blond;41.0;10.0;28496.0;M;master;forage;89.07;non;0
10628;13/11/2013;roux;30.0;10.0;37728.0;M;licence;forage;99.21;oui;1
10635;24/01/2014;blond;33.0;10.0;42860.0;M;licence;forage;72.11;oui;0
10642;26/05/2014;brun;28.0;10.0;30995.0;M;doctorat;geologie;95.29;oui;0
10651;09/05/2011;roux;44.0;10.0;38037.0;M;bac;geologie;80.99;non;0
10655;25/08/2013;chatain;52.0;10.0;33872.0;M;master;geologie;83.0;non;0
10660;22/10/2013;brun;32.0;10.0;39542.0;F;master;archeologie;65.4;oui;0
10668;22/03/2014;brun;32.0;10.0;42234.0;M;master;archeologie;72.27;;0
10678;24/05/2010;brun;35.0;10.0;32632.0;F;master;detective;84.27;oui;0
10684;06/10/2013;brun;34.0;10.0;36043.0;M;licence;geologie;77.36;non;0
10686;30/04/2014;blond;25.0;10.0;37194.0;M;licence;detective;74.13;oui;0
10695;26/11/2013;blond;37.0;10.0;23679.0;M;master;;97.57;non;0
10713;21/05/2010;chatain;19.0;10.0;40116.0;F;doctorat;archeologie;89.81;oui;0
10734;17/10/2011;blond;44.0;10.0;36174.0;M;master;geologie;60.39;oui;0
10744;07/05/2011;chatain;43.0;10.0;36898.0;F;master;detective;89.72;oui;0
10755;09/05/2012;brun;58.0;10.0;31476.0;M;licence;geologie;65.79;non;0
10760;04/01/2014;brun;31.0;10.0;34924.0;M;master;geologie;74.77;non;0
10761;10/06/2010;roux;45.0;10.0;33737.0;M;master;archeologie;86.66;oui;0
10764;29/02/2012;blond;20.0;10.0;35084.0;M;licence;detective;86.03;non;1
10770;16/06/2010;brun;14.0;10.0;28380.0;F;licence;forage;68.35;non;0
10772;17/12/2013;brun;28.0;10.0;39027.0;M;licence;geologie;57.91;non;0
10788;18/06/2010;blond;56.0;10.0;34465.0;M;licence;geologie;53.9;non;0
10792;30/11/2012;chatain;29.0;10.0;37936.0;F;master;detective;72.31;non;0
10793;20/03/2012;brun;16.0;10.0;40495.0;M;master;archeologie;70.82;oui;0
10800;28/12/2014;brun;41.0;10.0;22151.0;F;master;forage;95.31;non;0
10813;29/07/2012;chatain;50.0;10.0;38292.0;F;licence;forage;49.83;non;0
10823;20/02/2012;brun;23.0;10.0;37804.0;F;master;detective;89.63;oui;0
10825;05/07/2010;chatain;43.0;10.0;33661.0;F;master;archeologie;100.19;oui;0
10832;13/03/2011;blond;50.0;10.0;42857.0;M;licence;forage;54.11;oui;0
10866;15/07/2013;blond;42.0;10.0;31570.0;M;licence;forage;78.26;non;1
10882;24/04/2010;blond;45.0;10.0;41073.0;M;licence;forage;72.6;oui;0
10902;22/08/2011;brun;22.0;10.0;39911.0;M;licence;geologie;44.3;non;0
10904;18/07/2011;chatain;22.0;10.0;28749.0;F;master;geologie;93.7;non;0
10913;18/08/2014;brun;24.0;10.0;37163.0;M;master;geologie;78.23;oui;1
10915;15/11/2010;blond;32.0;10.0;30118.0;M;master;geologie;90.48;non;0
10949;12/01/2013;blond;30.0;10.0;40382.0;M;licence;geologie;83.06;oui;0
10950;04/10/2014;chatain;31.0;10.0;37665.0;M;licence;geologie;65.86;non;0
10961;03/09/2012;chatain;35.0;10.0;37881.0;F;licence;detective;64.13;non;0
10965;20/08/2013;chatain;48.0;10.0;40122.0;F;master;forage;89.87;oui;0
10975;04/05/2011;blond;37.0;10.0;34760.0;F;bac;forage;60.83;non;0
10985;13/02/2011;chatain;26.0;10.0;38138.0;F;doctorat;detective;92.85;oui;0
10993;28/02/2011;chatain;22.0;10.0;42126.0;M;licence;geologie;41.63;non;0
11020;03/10/2013;chatain;23.0;10.0;34292.0;M;doctorat;geologie;83.54;oui;0
11022;05/06/2014;blond;53.0;10.0;44296.0;M;bac;detective;36.34;oui;0
11024;21/10/2010;chatain;36.0;10.0;35595.0;F;licence;detective;53.64;non;0
11045;07/03/2011;brun;32.0;10.0;30615.0;M;master;geologie;65.17;non;0
11058;14/10/2013;chatain;55.0;10.0;43958.0;M;licence;forage;45.87;non;0
11063;18/10/2012;brun;45.0;10.0;39969.0;M;licence;geologie;63.28;non;0
11083;01/07/2010;brun;42.0;10.0;28383.0;M;licence;detective;72.82;non;1
11087;16/01/2014;brun;31.0;10.0;30459.0;F;master;detective;75.09;non;0
11090;03/12/2013;blond;45.0;10.0;37832.0;M;master;forage;66.13;oui;0
11094;30/07/2012;brun;31.0;10.0;31937.0;M;master;geologie;73.9;non;0
11105;12/04/2011;chatain;43.0;10.0;41871.0;M;licence;geologie;46.29;non;0
11107;24/03/2010;blond;25.0;10.0;29629.0;M;licence;geologie;79.22;non;0
11118;30/11/2013;chatain;24.0;10.0;38038.0;M;doctorat;geologie;78.84;oui;1
11136;06/04/2010;chatain;34.0;10.0;32137.0;F;master;geologie;36.6;non;1
11137;14/08/2014;brun;31.0;10.0;26737.0;M;doctorat;detective;112.05;oui;0
11154;16/11/2011;chatain;40.0;10.0;33552.0;F;licence;geologie;79.61;non;0
11158;07/03/2014;roux;24.0;10.0;31308.0;M;master;geologie;93.42;oui;1
11159;14/05/2014;chatain;20.0;10.0;35628.0;M;doctorat;forage;95.46;oui;0
11191;23/08/2012;brun;14.0;10.0;39059.0;M;licence;forage;66.1;non;0
11192;30/07/2011;blond;51.0;10.0;35201.0;M;bac;geologie;67.22;non;0
11206;14/02/2012;blond;48.0;10.0;25497.0;M;master;geologie;68.07;non;0
11207;03/03/2013;blond;34.0;10.0;37830.0;M;licence;forage;58.0;;0
11225;02/01/2010;brun;22.0;10.0;43063.0;M;bac;geologie;43.64;non;0
11234;28/04/2011;brun;32.0;10.0;45165.0;M;bac;geologie;32.88;non;0
11268;06/11/2014;blond;35.0;10.0;23158.0;M;doctorat;geologie;98.99;oui;0
11274;10/04/2014;brun;49.0;10.0;30866.0;M;master;geologie;77.62;non;0
11282;08/09/2011;chatain;35.0;10.0;40379.0;M;master;forage;73.87;oui;0
11288;07/12/2011;chatain;46.0;10.0;33736.0;F;doctorat;detective;72.1;oui;0
11296;02/01/2012;blond;55.0;10.0;;M;licence;geologie;63.47;non;0
11299;17/05/2011;blond;35.0;10.0;30894.0;M;doctorat;geologie;98.83;oui;0
11311;13/08/2014;brun;44.0;10.0;36855.0;F;bac;detective;63.65;non;1
11317;28/02/2012;brun;48.0;10.0;31070.0;F;master;detective;75.19;oui;0
11318;01/03/2014;brun;44.0;10.0;38310.0;M;master;archeologie;78.95;oui;0
11322;26/08/2010;blond;;10.0;27461.0;M;master;geologie;87.78;non;1
11325;06/01/2014;chatain;31.0;10.0;37465.0;F;doctorat;detective;112.9;oui;0
11329;24/08/2011;chatain;26.0;10.0;33933.0;F;master;forage;44.82;non;1
11332;09/09/2012;chatain;21.0;10.0;29305.0;F;doctorat;geologie;98.51;non;0
11333;13/02/2011;brun;61.0;10.0;28939.0;F;master;geologie;83.09;non;0
11345;23/05/2012;brun;44.0;10.0;33640.0;M;licence;geologie;73.17;non;0
11350;04/08/2010;blond;31.0;10.0;39332.0;M;licence;forage;65.98;oui;0
11357;29/12/2012;blond;38.0;10.0;27889.0;F;master;detective;99.75;oui;0
11363;26/04/2011;blond;33.0;10.0;37133.0;M;licence;geologie;75.09;non;0
11375;14/02/2011;blond;23.0;10.0;34555.0;M;bac;forage;59.18;non;0
11376;03/04/2013;blond;30.0;10.0;30926.0;F;licence;detective;79.0;non;0
11391;14/08/2012;blond;45.0;10.0;24585.0;M;doctorat;geologie;103.76;oui;0
11396;21/12/2010;brun;33.0;10.0;30709.0;F;master;archeologie;71.78;oui;1
11401;29/05/2014;brun;42.0;10.0;40235.0;M;licence;geologie;57.22;oui;0
11407;14/05/2013;brun;26.0;10.0;33238.0;F;licence;forage;59.07;non;0
11425;20/03/2013;brun;30.0;10.0;37884.0;F;licence;forage;;non;0
