id;age;job;marital;education;default;housing;loan;contact;month;day_of_week;campaign;pdays;previous;poutcome;emp.var.rate;cons.price.idx;cons.conf.idx;euribor3m;nr.employed
1531;55;technician;married;university.degree;no;yes;no;telephone;may;thu;2;999;0;nonexistent;1.1;93.994;-36.4;4.855;5191.0
2408;32;blue-collar;married;basic.9y;no;no;no;telephone;may;tue;4;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191.0
29253;47;technician;divorced;university.degree;no;no;yes;cellular;apr;fri;2;999;1;failure;-1.8;93.075;-47.1;1.405;5099.1
6452;52;entrepreneur;married;basic.9y;unknown;yes;no;telephone;may;wed;2;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0
4298;40;admin.;married;high.school;no;no;no;telephone;may;tue;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191.0
27775;32;management;single;university.degree;no;yes;no;cellular;mar;mon;2;999;0;nonexistent;-1.8;92.843;-50.0;1.703;5099.1
18751;45;blue-collar;married;basic.6y;no;no;yes;cellular;jul;thu;4;999;0;nonexistent;1.4;93.918;-42.7;4.968;5228.1
36632;42;services;divorced;high.school;no;yes;no;telephone;jun;thu;1;999;0;nonexistent;-2.9;92.963;-40.8;1.26;5076.2
9968;45;blue-collar;married;basic.4y;no;no;no;telephone;jun;wed;9;999;0;nonexistent;1.4;94.465;-41.8;4.959;5228.1
28311;36;management;married;university.degree;no;no;yes;cellular;apr;wed;2;999;0;nonexistent;-1.8;93.075;-47.1;1.445;5099.1
29480;31;blue-collar;single;basic.9y;no;no;no;cellular;apr;mon;1;999;0;nonexistent;-1.8;93.075;-47.1;1.405;5099.1
38209;58;technician;married;basic.4y;no;no;yes;cellular;oct;wed;2;4;2;success;-3.4;92.431;-26.9;0.74;5017.5
730;47;admin.;single;unknown;unknown;yes;yes;telephone;may;tue;2;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0
4634;54;management;divorced;basic.6y;unknown;yes;no;telephone;may;wed;1;999;0;nonexistent;1.1;93.994;-36.4;4.858;5191.0
18684;31;services;single;high.school;no;no;no;cellular;jul;thu;35;999;0;nonexistent;1.4;93.918;-42.7;4.968;5228.1
34762;30;services;single;high.school;no;yes;no;cellular;may;thu;2;999;0;nonexistent;-1.8;92.893;-46.2;1.266;5099.1
2750;47;blue-collar;single;basic.9y;no;no;yes;telephone;may;wed;1;999;0;nonexistent;1.1;93.994;-36.4;4.859;5191.0
30483;27;student;single;high.school;no;no;no;cellular;may;mon;2;999;1;failure;-1.8;92.893;-46.2;1.354;5099.1
36164;32;admin.;single;university.degree;no;yes;no;cellular;may;wed;1;999;0;nonexistent;-1.8;92.893;-46.2;1.27;5099.1
21430;31;admin.;married;university.degree;no;yes;no;telephone;aug;tue;4;999;0;nonexistent;1.4;93.444;-36.1;4.963;5228.1
22968;47;self-employed;married;university.degree;no;no;no;cellular;aug;mon;3;999;0;nonexistent;1.4;93.444;-36.1;4.965;5228.1
22828;47;blue-collar;married;basic.9y;no;yes;no;cellular;aug;mon;2;999;0;nonexistent;1.4;93.444;-36.1;4.965;5228.1
36434;33;housemaid;unknown;university.degree;no;no;no;cellular;jun;tue;3;999;0;nonexistent;-2.9;92.963;-40.8;1.262;5076.2
5525;45;blue-collar;married;basic.4y;unknown;no;no;telephone;may;mon;4;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0
30420;30;student;single;high.school;no;yes;no;telephone;apr;thu;2;999;0;nonexistent;-1.8;93.075;-47.1;1.365;5099.1
36596;30;admin.;married;professional.course;no;yes;no;cellular;jun;thu;1;999;0;nonexistent;-2.9;92.963;-40.8;1.26;5076.2
25789;52;admin.;married;high.school;no;yes;no;cellular;nov;wed;1;999;0;nonexistent;-0.1;93.2;-42.0;4.12;5195.8
7348;39;admin.;single;university.degree;unknown;no;no;telephone;may;fri;1;999;0;nonexistent;1.1;93.994;-36.4;4.864;5191.0
14638;43;blue-collar;married;basic.6y;no;no;no;cellular;jul;tue;2;999;0;nonexistent;1.4;93.918;-42.7;4.961;5228.1
23797;29;admin.;single;university.degree;no;no;no;cellular;aug;fri;7;999;0;nonexistent;1.4;93.444;-36.1;4.963;5228.1
29548;40;services;married;high.school;no;yes;no;cellular;apr;mon;1;999;1;failure;-1.8;93.075;-47.1;1.405;5099.1
4043;39;admin.;married;basic.4y;no;no;no;telephone;may;mon;2;999;0;nonexistent;1.1;93.994;-36.4;4.858;5191.0
31468;28;admin.;single;university.degree;no;yes;no;cellular;may;wed;2;999;0;nonexistent;-1.8;92.893;-46.2;1.334;5099.1
806;36;services;single;unknown;no;yes;no;telephone;may;wed;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191.0
6841;49;services;married;high.school;no;no;no;telephone;may;wed;2;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0
874;43;technician;single;university.degree;no;no;no;telephone;may;wed;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191.0
1092;51;admin.;married;university.degree;no;no;no;telephone;may;wed;2;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191.0
22435;34;housemaid;married;unknown;no;yes;no;cellular;aug;fri;2;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1
17820;47;services;married;basic.6y;no;no;no;cellular;jul;tue;2;999;0;nonexistent;1.4;93.918;-42.7;4.961;5228.1
17216;39;admin.;married;university.degree;no;no;no;cellular;jul;fri;13;999;0;nonexistent;1.4;93.918;-42.7;4.962;5228.1
32803;32;blue-collar;married;basic.9y;unknown;yes;yes;cellular;may;mon;3;999;0;nonexistent;-1.8;92.893;-46.2;1.299;5099.1
9886;33;admin.;single;university.degree;no;yes;no;telephone;jun;wed;1;999;0;nonexistent;1.4;94.465;-41.8;4.959;5228.1
37042;31;admin.;single;high.school;no;yes;no;cellular;jul;wed;1;999;1;failure;-2.9;92.469;-33.6;1.029;5076.2
28385;32;services;divorced;high.school;no;no;no;cellular;apr;thu;3;999;0;nonexistent;-1.8;93.075;-47.1;1.435;5099.1
27738;23;admin.;single;university.degree;no;unknown;unknown;cellular;mar;thu;2;999;1;failure;-1.8;92.843;-50.0;1.757;5099.1
8858;45;blue-collar;married;unknown;unknown;no;no;telephone;jun;thu;1;999;0;nonexistent;1.4;94.465;-41.8;4.866;5228.1
35636;28;services;single;high.school;no;yes;no;cellular;may;mon;6;999;0;nonexistent;-1.8;92.893;-46.2;1.244;5099.1
40196;72;retired;married;basic.4y;no;yes;no;cellular;jul;mon;1;999;0;nonexistent;-1.7;94.215;-40.3;0.87;4991.6
25072;33;services;married;high.school;no;no;no;cellular;nov;tue;1;999;0;nonexistent;-0.1;93.2;-42.0;4.153;5195.8
20377;42;technician;divorced;professional.course;no;yes;yes;cellular;aug;tue;1;999;0;nonexistent;1.4;93.444;-36.1;4.966;5228.1
455;40;admin.;married;high.school;no;no;no;telephone;may;tue;1;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0
14009;28;blue-collar;married;basic.6y;unknown;yes;no;telephone;jul;fri;2;999;0;nonexistent;1.4;93.918;-42.7;4.963;5228.1
26485;33;admin.;married;university.degree;no;yes;yes;cellular;nov;thu;3;999;0;nonexistent;-0.1;93.2;-42.0;4.076;5195.8
32755;39;blue-collar;married;professional.course;no;no;no;cellular;may;mon;1;999;1;failure;-1.8;92.893;-46.2;1.299;5099.1
336;42;technician;single;professional.course;unknown;yes;no;telephone;may;mon;2;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0
18170;38;blue-collar;married;unknown;no;yes;yes;cellular;jul;wed;2;999;0;nonexistent;1.4;93.918;-42.7;4.963;5228.1
12059;58;services;married;high.school;no;no;no;telephone;jun;fri;1;999;0;nonexistent;1.4;94.465;-41.8;4.947;5228.1
29223;41;admin.;divorced;high.school;no;yes;no;cellular;apr;fri;3;999;0;nonexistent;-1.8;93.075;-47.1;1.405;5099.1
30449;28;self-employed;single;university.degree;no;yes;no;cellular;may;mon;1;999;0;nonexistent;-1.8;92.893;-46.2;1.354;5099.1
38390;58;blue-collar;married;basic.9y;no;yes;no;cellular;oct;tue;1;999;1;failure;-3.4;92.431;-26.9;0.737;5017.5
35617;33;services;married;high.school;no;no;yes;cellular;may;mon;4;999;0;nonexistent;-1.8;92.893;-46.2;1.244;5099.1
28798;47;admin.;married;basic.6y;unknown;yes;no;cellular;apr;thu;2;999;1;failure;-1.8;93.075;-47.1;1.41;5099.1
12333;41;blue-collar;married;basic.4y;unknown;yes;no;telephone;jul;fri;1;999;0;nonexistent;1.4;93.918;-42.7;4.959;5228.1
1377;36;admin.;married;high.school;no;yes;no;telephone;may;thu;2;999;0;nonexistent;1.1;93.994;-36.4;4.855;5191.0
5732;30;blue-collar;single;basic.9y;unknown;yes;yes;telephone;may;mon;1;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0
15820;52;blue-collar;divorced;basic.9y;unknown;yes;yes;cellular;jul;mon;1;999;0;nonexistent;1.4;93.918;-42.7;4.96;5228.1
27423;57;services;married;unknown;no;yes;no;cellular;nov;fri;2;999;1;failure;-0.1;93.2;-42.0;4.021;5195.8
30815;33;admin.;single;high.school;no;yes;no;cellular;may;tue;1;999;0;nonexistent;-1.8;92.893;-46.2;1.344;5099.1
21197;35;technician;married;professional.course;no;yes;no;cellular;aug;mon;3;999;0;nonexistent;1.4;93.444;-36.1;4.963;5228.1
17421;55;unknown;unknown;unknown;unknown;yes;no;cellular;jul;mon;1;999;0;nonexistent;1.4;93.918;-42.7;4.962;5228.1
3575;51;blue-collar;married;basic.9y;unknown;no;no;telephone;may;fri;2;999;0;nonexistent;1.1;93.994;-36.4;4.859;5191.0
9482;33;self-employed;married;basic.9y;no;yes;no;telephone;jun;mon;3;999;0;nonexistent;1.4;94.465;-41.8;4.961;5228.1
18227;43;management;married;unknown;no;yes;yes;cellular;jul;wed;1;999;0;nonexistent;1.4;93.918;-42.7;4.963;5228.1
18123;41;services;divorced;high.school;no;no;no;cellular;jul;wed;1;999;0;nonexistent;1.4;93.918;-42.7;4.963;5228.1
32314;26;blue-collar;single;basic.6y;no;yes;yes;cellular;may;fri;2;999;1;failure;-1.8;92.893;-46.2;1.313;5099.1
36606;25;services;single;high.school;no;yes;no;cellular;jun;thu;2;3;1;success;-2.9;92.963;-40.8;1.26;5076.2
16417;24;technician;single;basic.9y;no;yes;no;cellular;jul;wed;1;999;0;nonexistent;1.4;93.918;-42.7;4.963;5228.1
37791;51;admin.;divorced;high.school;no;yes;no;cellular;aug;tue;1;999;1;failure;-2.9;92.201;-31.4;0.838;5076.2
40076;73;retired;divorced;professional.course;unknown;yes;no;cellular;jul;thu;2;999;0;nonexistent;-1.7;94.215;-40.3;0.81;4991.6
21035;47;admin.;married;university.degree;no;unknown;unknown;cellular;aug;thu;2;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1
8489;45;technician;married;university.degree;unknown;no;yes;telephone;jun;tue;4;999;0;nonexistent;1.4;94.465;-41.8;4.864;5228.1
2174;41;blue-collar;divorced;basic.6y;no;yes;no;telephone;may;mon;2;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0
20122;46;blue-collar;married;basic.6y;no;yes;yes;cellular;aug;mon;2;999;0;nonexistent;1.4;93.444;-36.1;4.965;5228.1
7186;55;housemaid;single;basic.9y;no;no;no;telephone;may;thu;1;999;0;nonexistent;1.1;93.994;-36.4;4.86;5191.0
39720;51;management;married;university.degree;no;yes;no;cellular;may;mon;2;999;4;failure;-1.8;93.876;-40.0;0.697;5008.7
7245;34;technician;married;university.degree;no;no;no;telephone;may;thu;2;999;0;nonexistent;1.1;93.994;-36.4;4.86;5191.0
6517;34;admin.;single;high.school;no;no;yes;telephone;may;wed;1;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0
27718;26;student;single;basic.9y;no;yes;no;cellular;mar;mon;3;999;0;nonexistent;-1.8;92.843;-50.0;1.811;5099.1
28490;28;blue-collar;single;university.degree;no;yes;no;cellular;apr;tue;1;999;0;nonexistent;-1.8;93.075;-47.1;1.423;5099.1
4213;42;management;married;basic.6y;unknown;yes;no;telephone;may;mon;4;999;0;nonexistent;1.1;93.994;-36.4;4.858;5191.0
39567;20;student;single;unknown;no;yes;yes;cellular;apr;fri;2;999;0;nonexistent;-1.8;93.749;-34.6;0.663;5008.7
36975;32;self-employed;single;university.degree;no;no;no;cellular;jul;thu;2;999;0;nonexistent;-2.9;92.469;-33.6;1.072;5076.2
40124;24;student;single;high.school;no;yes;yes;cellular;jul;tue;3;999;1;failure;-1.7;94.215;-40.3;0.835;4991.6
40530;26;blue-collar;married;professional.course;no;unknown;unknown;telephone;aug;tue;1;999;0;nonexistent;-1.7;94.027;-38.3;0.889;4991.6
15499;34;admin.;single;high.school;no;yes;no;cellular;jul;fri;5;999;0;nonexistent;1.4;93.918;-42.7;4.957;5228.1
16164;53;technician;divorced;professional.course;no;yes;yes;cellular;jul;tue;3;999;0;nonexistent;1.4;93.918;-42.7;4.961;5228.1
8797;48;admin.;married;high.school;no;yes;yes;telephone;jun;thu;1;999;0;nonexistent;1.4;94.465;-41.8;4.866;5228.1
6603;30;blue-collar;married;unknown;no;no;no;telephone;may;wed;2;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0
36657;45;admin.;married;unknown;no;no;no;cellular;jun;fri;1;999;0;nonexistent;-2.9;92.963;-40.8;1.268;5076.2
40131;35;technician;single;professional.course;no;yes;no;cellular;jul;tue;6;6;1;success;-1.7;94.215;-40.3;0.835;4991.6
15387;30;blue-collar;married;basic.6y;unknown;yes;no;cellular;jul;fri;2;999;0;nonexistent;1.4;93.918;-42.7;4.957;5228.1
12631;31;admin.;married;high.school;no;no;no;cellular;jul;mon;1;999;0;nonexistent;1.4;93.918;-42.7;4.96;5228.1
22087;30;technician;single;professional.course;unknown;yes;no;cellular;aug;wed;9;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1
36508;33;blue-collar;married;professional.course;no;yes;no;cellular;jun;wed;1;999;0;nonexistent;-2.9;92.963;-40.8;1.26;5076.2
40029;55;admin.;married;university.degree;no;yes;yes;cellular;jul;fri;2;999;1;failure;-1.7;94.215;-40.3;0.79;4991.6
16820;33;technician;single;basic.9y;no;no;no;cellular;jul;thu;1;999;0;nonexistent;1.4;93.918;-42.7;4.962;5228.1
8679;23;services;single;high.school;no;no;no;telephone;jun;wed;9;999;0;nonexistent;1.4;94.465;-41.8;4.864;5228.1
39992;26;admin.;married;high.school;no;no;no;cellular;jun;wed;4;12;3;failure;-1.7;94.055;-39.8;0.767;4991.6
7782;46;technician;married;professional.course;no;no;yes;telephone;jun;mon;1;999;0;nonexistent;1.4;94.465;-41.8;4.865;5228.1
23940;31;admin.;married;university.degree;no;yes;yes;cellular;aug;fri;2;999;0;nonexistent;1.4;93.444;-36.1;4.963;5228.1
3078;56;services;divorced;high.school;unknown;no;no;telephone;may;thu;5;999;0;nonexistent;1.1;93.994;-36.4;4.86;5191.0
13239;52;retired;married;professional.course;no;yes;no;cellular;jul;wed;5;999;0;nonexistent;1.4;93.918;-42.7;4.962;5228.1
32600;53;blue-collar;single;basic.4y;unknown;yes;no;cellular;may;mon;1;999;0;nonexistent;-1.8;92.893;-46.2;1.299;5099.1
6245;34;admin.;single;university.degree;no;yes;no;telephone;may;tue;3;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0
13354;25;services;single;high.school;no;no;no;cellular;jul;wed;1;999;0;nonexistent;1.4;93.918;-42.7;4.962;5228.1
19696;34;technician;single;university.degree;no;yes;no;cellular;aug;thu;3;999;0;nonexistent;1.4;93.444;-36.1;4.968;5228.1
16069;32;technician;single;unknown;no;yes;no;cellular;jul;tue;3;999;0;nonexistent;1.4;93.918;-42.7;4.961;5228.1
12857;25;services;married;high.school;no;no;no;cellular;jul;tue;2;999;0;nonexistent;1.4;93.918;-42.7;4.962;5228.1
6085;37;technician;married;university.degree;no;no;no;telephone;may;tue;3;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0
22690;46;housemaid;married;basic.4y;no;no;no;cellular;aug;fri;1;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1
24480;32;blue-collar;married;high.school;no;no;no;cellular;nov;mon;1;999;0;nonexistent;-0.1;93.2;-42.0;4.191;5195.8
33920;31;services;single;high.school;no;yes;no;cellular;may;wed;1;999;1;failure;-1.8;92.893;-46.2;1.281;5099.1
22530;53;blue-collar;married;basic.9y;no;yes;no;cellular;aug;fri;1;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1
25300;36;management;married;university.degree;no;yes;no;cellular;nov;tue;2;999;0;nonexistent;-0.1;93.2;-42.0;4.153;5195.8
1627;36;services;married;basic.6y;no;no;no;telephone;may;fri;3;999;0;nonexistent;1.1;93.994;-36.4;4.855;5191.0
12481;45;services;single;basic.9y;unknown;no;yes;cellular;jul;mon;1;999;0;nonexistent;1.4;93.918;-42.7;4.96;5228.1
37251;36;services;married;basic.9y;no;yes;no;cellular;aug;fri;1;4;1;success;-2.9;92.201;-31.4;0.881;5076.2
8997;40;blue-collar;married;basic.9y;unknown;no;no;telephone;jun;thu;11;999;0;nonexistent;1.4;94.465;-41.8;4.866;5228.1
12041;38;blue-collar;single;high.school;unknown;yes;no;telephone;jun;fri;2;999;0;nonexistent;1.4;94.465;-41.8;4.947;5228.1
4851;46;housemaid;married;basic.4y;no;no;no;telephone;may;wed;2;999;0;nonexistent;1.1;93.994;-36.4;4.858;5191.0
11451;39;entrepreneur;married;university.degree;no;yes;no;telephone;jun;fri;2;999;0;nonexistent;1.4;94.465;-41.8;4.959;5228.1
21053;33;technician;married;professional.course;no;no;no;cellular;aug;thu;5;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1
24052;49;blue-collar;married;basic.6y;no;no;no;telephone;oct;wed;1;999;0;nonexistent;-0.1;93.798;-40.4;4.827;5195.8
3;40;admin.;married;basic.6y;no;no;no;telephone;may;mon;1;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0
31209;39;technician;divorced;professional.course;no;no;no;cellular;may;wed;8;999;0;nonexistent;-1.8;92.893;-46.2;1.334;5099.1
6111;48;technician;married;basic.6y;no;no;yes;telephone;may;tue;1;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0
35756;49;retired;married;high.school;no;yes;no;cellular;may;mon;2;999;0;nonexistent;-1.8;92.893;-46.2;1.244;5099.1
37462;36;unemployed;married;university.degree;no;no;no;cellular;aug;thu;1;999;0;nonexistent;-2.9;92.201;-31.4;0.873;5076.2
26540;43;entrepreneur;married;high.school;unknown;no;yes;cellular;nov;thu;2;999;0;nonexistent;-0.1;93.2;-42.0;4.076;5195.8
32002;32;blue-collar;married;basic.9y;no;no;no;cellular;may;thu;4;999;0;nonexistent;-1.8;92.893;-46.2;1.327;5099.1
3011;30;student;single;unknown;unknown;no;no;telephone;may;wed;4;999;0;nonexistent;1.1;93.994;-36.4;4.859;5191.0
26541;39;entrepreneur;married;high.school;no;no;no;cellular;nov;thu;1;999;0;nonexistent;-0.1;93.2;-42.0;4.076;5195.8
13070;24;student;single;high.school;unknown;no;no;cellular;jul;tue;1;999;0;nonexistent;1.4;93.918;-42.7;4.962;5228.1
38408;70;retired;married;high.school;no;yes;no;cellular;oct;wed;3;999;0;nonexistent;-3.4;92.431;-26.9;0.735;5017.5
6417;35;services;married;high.school;no;no;no;telephone;may;wed;2;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0
17792;50;technician;single;basic.4y;unknown;yes;no;cellular;jul;tue;5;999;0;nonexistent;1.4;93.918;-42.7;4.961;5228.1
14284;35;technician;single;university.degree;no;yes;no;cellular;jul;mon;4;999;0;nonexistent;1.4;93.918;-42.7;4.962;5228.1
3224;36;services;married;high.school;unknown;no;no;telephone;may;thu;2;999;0;nonexistent;1.1;93.994;-36.4;4.86;5191.0
30342;20;student;single;high.school;no;yes;no;cellular;apr;thu;1;999;0;nonexistent;-1.8;93.075;-47.1;1.365;5099.1
21562;33;technician;married;professional.course;no;no;no;cellular;aug;tue;2;999;0;nonexistent;1.4;93.444;-36.1;4.963;5228.1
25143;50;management;married;university.degree;no;no;no;cellular;nov;tue;1;999;0;nonexistent;-0.1;93.2;-42.0;4.153;5195.8
19557;53;blue-collar;married;basic.9y;unknown;yes;yes;cellular;aug;thu;1;999;0;nonexistent;1.4;93.444;-36.1;4.968;5228.1
18626;34;services;married;high.school;no;yes;no;cellular;jul;thu;1;999;0;nonexistent;1.4;93.918;-42.7;4.968;5228.1
29835;37;admin.;married;basic.9y;no;yes;no;cellular;apr;mon;7;999;1;failure;-1.8;93.075;-47.1;1.405;5099.1
2509;53;blue-collar;married;basic.9y;unknown;yes;no;telephone;may;tue;2;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191.0
34742;47;blue-collar;divorced;basic.9y;no;no;no;cellular;may;thu;8;6;2;failure;-1.8;92.893;-46.2;1.266;5099.1
17760;42;admin.;married;basic.9y;unknown;no;no;telephone;jul;tue;1;999;0;nonexistent;1.4;93.918;-42.7;4.961;5228.1
19944;45;management;married;university.degree;no;yes;no;cellular;aug;fri;4;999;0;nonexistent;1.4;93.444;-36.1;4.966;5228.1
27955;32;admin.;married;university.degree;no;yes;no;cellular;mar;mon;1;999;0;nonexistent;-1.8;92.843;-50.0;1.52;5099.1
7134;51;services;single;high.school;unknown;yes;no;telephone;may;thu;4;999;0;nonexistent;1.1;93.994;-36.4;4.86;5191.0
26788;38;management;single;basic.9y;unknown;yes;no;cellular;nov;thu;2;999;0;nonexistent;-0.1;93.2;-42.0;4.076;5195.8
12257;39;admin.;single;high.school;no;no;no;telephone;jul;thu;1;999;0;nonexistent;1.4;93.918;-42.7;4.966;5228.1
3110;52;entrepreneur;married;university.degree;unknown;no;no;telephone;may;thu;1;999;0;nonexistent;1.1;93.994;-36.4;4.86;5191.0
26636;31;technician;married;basic.6y;no;yes;no;telephone;nov;thu;8;999;1;failure;-0.1;93.2;-42.0;4.076;5195.8
30183;40;technician;divorced;university.degree;no;yes;no;cellular;apr;thu;1;999;0;nonexistent;-1.8;93.075;-47.1;1.365;5099.1
10006;45;blue-collar;married;basic.4y;unknown;no;no;telephone;jun;wed;3;999;0;nonexistent;1.4;94.465;-41.8;4.959;5228.1
31407;51;entrepreneur;single;basic.9y;no;yes;no;cellular;may;wed;3;999;0;nonexistent;-1.8;92.893;-46.2;1.334;5099.1
26445;46;management;married;unknown;no;yes;no;cellular;nov;thu;2;999;0;nonexistent;-0.1;93.2;-42.0;4.076;5195.8
22990;50;blue-collar;married;professional.course;no;yes;no;cellular;aug;mon;8;999;0;nonexistent;1.4;93.444;-36.1;4.965;5228.1
21387;44;blue-collar;married;basic.6y;no;no;no;cellular;aug;tue;2;999;0;nonexistent;1.4;93.444;-36.1;4.963;5228.1
18732;38;admin.;married;basic.6y;no;no;no;cellular;jul;thu;3;999;0;nonexistent;1.4;93.918;-42.7;4.968;5228.1
26169;45;entrepreneur;married;university.degree;unknown;yes;no;telephone;nov;wed;7;999;0;nonexistent;-0.1;93.2;-42.0;4.12;5195.8
29015;42;admin.;divorced;high.school;no;yes;yes;cellular;apr;fri;1;999;0;nonexistent;-1.8;93.075;-47.1;1.405;5099.1
9704;29;blue-collar;single;high.school;unknown;no;no;telephone;jun;mon;2;999;0;nonexistent;1.4;94.465;-41.8;4.961;5228.1
14495;53;blue-collar;married;basic.6y;no;yes;yes;cellular;jul;tue;2;999;0;nonexistent;1.4;93.918;-42.7;4.961;5228.1
23860;29;technician;single;professional.course;no;no;no;cellular;aug;fri;1;999;0;nonexistent;1.4;93.444;-36.1;4.963;5228.1
29947;35;blue-collar;married;basic.4y;unknown;no;no;cellular;apr;mon;2;999;0;nonexistent;-1.8;93.075;-47.1;1.405;5099.1
30966;26;management;single;university.degree;no;no;no;cellular;may;tue;2;999;1;failure;-1.8;92.893;-46.2;1.344;5099.1
33090;39;services;married;high.school;no;yes;no;telephone;may;tue;12;999;0;nonexistent;-1.8;92.893;-46.2;1.291;5099.1
39777;31;unknown;single;high.school;no;no;no;cellular;may;mon;5;6;2;success;-1.8;93.876;-40.0;0.701;5008.7
29920;34;blue-collar;married;basic.9y;no;no;no;cellular;apr;mon;3;999;0;nonexistent;-1.8;93.075;-47.1;1.405;5099.1
3419;45;blue-collar;married;basic.4y;no;yes;no;telephone;may;thu;3;999;0;nonexistent;1.1;93.994;-36.4;4.86;5191.0
16256;58;retired;married;basic.4y;no;no;no;cellular;jul;tue;2;999;0;nonexistent;1.4;93.918;-42.7;4.961;5228.1
4578;33;admin.;single;professional.course;no;no;no;telephone;may;tue;3;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191.0
19478;29;admin.;married;university.degree;no;no;no;cellular;aug;thu;1;999;0;nonexistent;1.4;93.444;-36.1;4.968;5228.1
6594;43;housemaid;married;basic.4y;unknown;yes;yes;telephone;may;wed;1;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0
1573;38;admin.;married;high.school;no;yes;no;telephone;may;thu;2;999;0;nonexistent;1.1;93.994;-36.4;4.855;5191.0
1841;40;technician;married;university.degree;no;no;no;telephone;may;fri;3;999;0;nonexistent;1.1;93.994;-36.4;4.855;5191.0
9564;53;admin.;single;basic.6y;no;yes;no;telephone;jun;mon;1;999;0;nonexistent;1.4;94.465;-41.8;4.961;5228.1
24021;56;blue-collar;married;unknown;no;yes;no;telephone;oct;tue;1;999;0;nonexistent;-0.1;93.798;-40.4;4.968;5195.8
172;45;technician;married;university.degree;no;yes;yes;telephone;may;mon;1;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0
32299;48;blue-collar;married;basic.4y;no;no;no;cellular;may;fri;3;999;0;nonexistent;-1.8;92.893;-46.2;1.313;5099.1
28651;52;services;divorced;high.school;no;no;no;cellular;apr;thu;2;999;0;nonexistent;-1.8;93.075;-47.1;1.41;5099.1
32713;51;entrepreneur;married;professional.course;unknown;no;no;cellular;may;mon;1;999;0;nonexistent;-1.8;92.893;-46.2;1.299;5099.1
9233;31;admin.;married;high.school;no;yes;yes;telephone;jun;fri;4;999;0;nonexistent;1.4;94.465;-41.8;4.967;5228.1
20612;44;management;married;basic.9y;no;yes;no;cellular;aug;wed;4;999;0;nonexistent;1.4;93.444;-36.1;4.965;5228.1
35339;22;services;single;high.school;no;no;no;cellular;may;fri;4;999;0;nonexistent;-1.8;92.893;-46.2;1.25;5099.1
19282;50;admin.;single;university.degree;no;yes;no;cellular;aug;wed;1;999;0;nonexistent;1.4;93.444;-36.1;4.967;5228.1
5481;37;admin.;single;high.school;unknown;yes;no;telephone;may;fri;5;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0
26005;35;entrepreneur;divorced;university.degree;no;no;no;cellular;nov;wed;4;999;0;nonexistent;-0.1;93.2;-42.0;4.12;5195.8
31512;48;blue-collar;married;basic.6y;unknown;no;no;telephone;may;wed;6;999;0;nonexistent;-1.8;92.893;-46.2;1.334;5099.1
29499;54;technician;married;high.school;no;yes;no;cellular;apr;mon;5;999;0;nonexistent;-1.8;93.075;-47.1;1.405;5099.1
22525;31;technician;married;university.degree;no;no;no;cellular;aug;fri;1;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1
35438;36;admin.;married;high.school;unknown;no;no;cellular;may;mon;3;999;0;nonexistent;-1.8;92.893;-46.2;1.244;5099.1
16152;58;retired;married;basic.4y;no;no;no;cellular;jul;tue;1;999;0;nonexistent;1.4;93.918;-42.7;4.961;5228.1
37505;76;retired;married;basic.6y;no;no;yes;cellular;aug;thu;1;999;1;failure;-2.9;92.201;-31.4;0.873;5076.2
39801;34;blue-collar;married;basic.9y;no;no;no;telephone;jun;tue;1;999;0;nonexistent;-1.7;94.055;-39.8;0.702;4991.6
